,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
300504,5,4,包三,1,112,23,50002,2,1003,745,2141,0,213,23,50211,2,1443,874,1572,0,220,23,50004,2,1029,1236,1624,0,303,23,50004,2,1417,1210,1262,0,0,23,0,2,1158,1236,1495,0,0,23,0,2,1443,1469,977,0,0,23,0,2,1081,1288,1520,0,2,99,124,86,2000,0,0,0,0,30,0,0,200,4004,0,6001,1,300505,"""“非也非也，有我包三在，怎么需要慕容公子出手。”""",0,0,0,6,2000,61,0,0,5,0,2000,0,0,100,100,100,100,100,0,100
300505,5,5,裘千仁,1,60212,23,50211,2,1229,1334,1387,0,214,23,50004,2,1361,1124,1466,0,301,23,50003,2,993,1256,1702,0,304,23,50004,2,1150,1466,1334,0,0,23,0,2,967,1334,1650,0,0,23,0,2,1361,861,1728,0,0,23,0,2,1387,1387,1177,0,2,5,124,86,2000,80,40005,80,50005,30,0,0,200,4004,3001,6001,1,300506,"""“我来助慕容公子。”""",0,0,0,6,2000,61,300505,400505,3,26,1,2500,25,100,100,100,100,100,1,100
300506,5,6,公二,1,113,24,50004,2,1322,1542,1294,0,215,24,50003,2,1542,1101,1515,0,302,24,50003,2,1487,881,1790,0,305,24,50105,2,1184,1405,1570,0,0,24,0,2,1019,1349,1790,0,0,24,0,2,1239,1184,1735,0,0,24,0,2,1184,1157,1818,0,3,99,189,132,3000,0,0,0,0,30,0,0,300,4004,0,6001,1,300507,"""慕容富手下四大家将之一。赤霞庄庄主，号称掌法“江南第二”。""",0,0,0,6,2000,61,0,0,5,0,3000,0,0,100,100,100,100,100,0,100
300507,5,7,邓大,1,114,24,50003,2,1174,1118,1930,0,216,24,50003,2,1230,1762,1230,0,303,24,50207,2,1342,1762,1118,0,306,24,50206,2,1174,1678,1370,0,0,24,0,2,1454,1146,1622,0,0,24,0,2,1370,1398,1454,0,0,24,0,2,1538,1594,1090,0,3,99,189,132,3000,0,0,0,0,30,0,0,300,4004,0,6001,1,300508,"""慕容富手下四大家将之首，抓住他问出慕容富的下落。""",0,0,0,6,2000,61,0,0,5,0,3000,0,0,100,100,100,100,100,0,100
300508,5,8,四大家将,1,114,25,50003,2,1616,1850,971,0,217,25,50207,2,1323,1411,1704,0,304,25,50004,2,1381,1293,1762,0,308,25,50101,2,1440,1264,1733,0,0,25,0,2,1675,1557,1206,0,0,25,0,2,1147,1938,1352,0,0,25,0,2,1675,1645,1118,0,3,99,192,134,3600,0,0,0,0,30,0,0,300,4004,0,6001,1,300509,"""四大家将合力非同小可，要小心。""",0,0,0,6,2000,61,0,0,5,0,3600,0,0,100,100,100,100,100,0,100
300509,5,9,慕容富,1,60207,26,50207,2,1556,1808,1429,0,218,26,50004,2,1272,2061,1461,0,305,26,50004,2,1556,2092,1145,0,309,26,50102,2,1335,1619,1840,0,0,26,0,2,1619,2061,1114,0,0,26,0,2,1461,1587,1745,0,0,26,0,2,1777,1556,1461,0,4,5,260,182,4800,40,10102,30,50004,30,0,0,400,4004,3001,6001,1,300601,"""“竟敢阻止我匡扶大燕，受死吧。”""",0,0,0,6,2000,61,300509,400509,3,26,1,2500,20,100,100,100,100,100,1,100
300601,6,1,江湖高手,1,210,26,50004,2,1533,1767,1151,0,219,26,50004,2,1562,1357,1533,0,306,26,50105,2,1327,1415,1708,0,310,26,50103,2,1181,1562,1708,0,0,26,0,2,1239,1738,1474,0,0,26,0,2,1474,1826,1151,0,0,26,0,2,1503,1855,1093,0,1,99,65,45,1200,0,0,0,0,30,0,0,100,4004,0,6001,1,300602,"""虽然是江湖高手，但不过是一群小喽啰。""",0,0,0,7,2000,61,0,0,5,0,1200,0,0,100,100,100,100,100,0,100
300602,6,2,穷凶极恶,1,211,27,50004,2,1730,1209,1730,0,220,27,50105,2,1760,1883,1025,0,308,27,50206,2,1576,1791,1301,0,314,27,50104,2,1454,1178,2036,0,0,27,0,2,1239,1760,1668,0,0,27,0,2,1362,1301,2006,0,0,27,0,2,1209,1791,1668,0,1,99,66,46,1200,0,0,0,0,30,0,0,100,4004,0,6001,1,300603,"""穷凶极恶人如其名，是个轻功高手，小心别让他跑了。""",0,0,0,7,2000,61,0,0,5,0,1200,0,0,100,100,100,100,100,0,100
300603,6,3,江湖高手二,1,212,27,50105,2,1694,1569,1476,0,301,27,50206,2,1351,1445,1943,0,309,27,50101,2,1414,2005,1320,0,316,27,50209,2,1756,2067,916,0,0,27,0,2,1320,1849,1569,0,0,27,0,2,1382,1756,1600,0,0,27,0,2,1787,1351,1600,0,2,99,132,92,2400,0,0,0,0,30,0,0,200,4004,0,6001,1,300604,"""又一批江湖高手袭来。""",0,0,0,7,2000,61,0,0,5,0,2400,0,0,100,100,100,100,100,0,100
300604,6,4,南海神恶,1,60206,28,50206,2,1892,1625,1591,0,302,28,50101,2,1759,1692,1658,0,310,28,50102,2,1892,1859,1357,0,317,28,50105,2,1524,2060,1524,0,0,28,0,2,1257,1959,1892,0,0,28,0,2,1826,2060,1223,0,0,28,0,2,1625,1892,1591,0,2,5,134,93,2400,20,20102,0,0,30,0,0,200,4004,3001,6001,1,300605,"""南海神恶作恶多端但是智商拙计，好好教训他一番。""",0,0,0,7,2000,61,300604,400604,3,5,1,2500,19,100,100,100,100,100,1,100
300605,6,5,江湖高手三,1,213,29,50101,2,1642,1849,1023,0,303,29,50102,2,1141,1495,1878,0,314,29,50103,2,1701,1790,1023,0,318,29,50106,2,1554,1967,993,0,0,29,0,2,1642,1554,1318,0,0,29,0,2,1406,1495,1613,0,0,29,0,2,1229,1731,1554,0,2,99,136,95,2400,0,0,0,0,30,0,0,200,4004,0,6001,1,300606,"""那些江湖高手不明真相，将他们一一击败。""",0,0,0,7,2000,61,0,0,5,0,2400,0,0,100,100,100,100,100,0,100
300606,6,6,江湖高手四,1,214,29,50102,2,1669,1939,980,0,304,29,50103,2,1520,1250,1819,0,316,29,50104,2,1190,2029,1370,0,319,29,50107,2,1699,1040,1849,0,0,29,0,2,1550,1400,1640,0,0,29,0,2,1610,1729,1250,0,0,29,0,2,1490,1460,1640,0,3,99,204,142,3600,0,0,0,0,30,0,0,300,4004,0,6001,1,300607,"""怎么江湖高手都开始听从四大恶人的吩咐了。""",0,0,0,7,2000,61,0,0,5,0,3600,0,0,100,100,100,100,100,0,100
300607,6,7,无恶不作,1,215,30,50103,2,1309,1685,1810,0,305,30,50104,2,1716,1653,1434,0,317,30,50209,2,1372,2029,1403,0,320,30,50108,2,1685,1653,1465,0,0,30,0,2,1559,1184,2060,0,0,30,0,2,1747,1465,1591,0,0,30,0,2,1591,1935,1278,0,3,99,207,144,4200,0,0,0,0,30,0,0,300,4004,0,6001,1,300608,"""无恶不作专偷人婴儿，实在恶毒之极。""",0,0,0,7,2000,61,0,0,5,0,4200,0,0,100,100,100,100,100,0,100
300608,6,8,恶贯满盈,1,215,30,50104,2,1851,2699,1649,0,306,30,50209,2,2134,1649,2416,0,318,30,50105,2,1528,2740,1932,0,401,30,50002,2,2336,1245,2618,0,0,30,0,2,2336,2618,1245,0,0,30,0,2,1770,1891,2538,0,0,30,0,2,2295,1326,2578,0,3,99,207,144,4200,0,0,0,0,30,0,0,300,4004,0,6001,1,300609,"""别看恶贯满盈拄着拐杖，小心他的一阳指。""",0,0,0,7,2000,61,0,0,5,0,4200,0,0,100,100,100,100,100,0,100
300609,6,9,四大恶人,1,60210,31,50209,2,1732,1892,1122,0,308,31,50105,2,1679,1334,1732,0,319,31,50106,2,1308,1600,1839,0,402,31,50105,2,1547,1706,1494,0,0,31,0,2,1653,1414,1679,0,0,31,0,2,1308,1786,1653,0,0,31,0,2,1308,1414,2025,0,4,5,280,196,5600,40,20103,0,0,30,0,0,400,4004,3001,6001,1,300701,"""消灭四大恶人，让武林少一群邪门歪道。""",0,0,0,7,2000,61,300609,400609,3,8,1,2500,23,100,100,100,100,100,1,100
300701,7,1,拦路弟子,1,216,31,50105,2,1397,1918,1562,0,309,31,50106,2,1617,2083,1177,0,320,31,50107,2,1671,1397,1809,0,403,31,50002,2,1534,2001,1342,0,0,31,0,2,1754,2056,1068,0,0,31,0,2,1726,1342,1809,0,0,31,0,2,1370,1671,1836,0,1,99,70,49,1400,0,0,0,0,30,0,0,100,4004,0,6001,1,300702,"""“王真人怎么会见你这等无名小卒，赶紧走吧。”""",0,0,0,8,2000,61,0,0,5,0,1400,0,0,100,100,100,100,100,0,100
300702,7,2,拦路弟子二,1,217,32,50106,2,1533,1446,2173,0,310,32,50107,2,1853,1795,1504,0,401,32,50108,2,1475,1911,1766,0,404,32,50307,2,1620,1359,2173,0,0,32,0,2,1388,2056,1708,0,0,32,0,2,1882,1184,2085,0,0,32,0,2,1911,1708,1533,0,1,99,71,49,1400,0,0,0,0,30,0,0,100,4004,0,6001,1,300703,"""尹志平虽然是第三代弟子，但是武艺杰出，不如切磋一下。""",0,0,0,8,2000,61,0,0,5,0,1400,0,0,100,100,100,100,100,0,100
300703,7,3,误入三清殿,1,218,33,50107,2,1894,2201,1340,0,314,33,50108,2,1586,1709,2140,0,402,33,50002,2,1432,2171,1832,0,405,33,50407,2,1709,2201,1525,0,0,33,0,2,1986,1494,1955,0,0,33,0,2,1709,1863,1863,0,0,33,0,2,1525,1740,2171,0,2,99,144,100,2800,0,0,0,0,30,0,0,200,4004,0,6001,1,300704,"""“来人为何伤我尹师侄。”""",0,0,0,8,2000,61,0,0,5,0,2800,0,0,100,100,100,100,100,0,100
300704,7,4,全真弟子,1,219,33,50108,2,1754,1658,2166,0,316,33,50002,2,1754,2261,1563,0,403,33,50105,2,1468,2357,1754,0,406,33,50201,2,1531,2166,1881,0,0,33,0,2,1817,1468,2293,0,0,33,0,2,1912,2388,1277,0,0,33,0,2,1563,1817,2198,0,2,99,144,100,2800,0,0,0,0,30,0,0,200,4004,0,6001,1,300705,"""全真弟子纷纷回去禀告掌门。""",0,0,0,8,2000,61,0,0,5,0,2800,0,0,100,100,100,100,100,0,100
300705,7,5,丘处机,1,60002,34,50002,2,1981,1545,2350,0,317,34,50105,2,1947,2450,1478,0,404,34,50002,2,1713,2115,2048,0,407,34,50202,2,1679,1880,2316,0,0,34,0,2,2115,2350,1411,0,0,34,0,2,1646,2115,2115,0,0,34,0,2,2082,2383,1411,0,2,5,146,102,2800,20,40103,0,0,30,0,0,200,4004,3001,6001,1,300706,"""丘处机行侠正义，谁知脾气火爆，完全不听解释，只能应战了。""",0,0,0,8,2000,61,300705,400705,3,26,1,2500,2,100,100,100,100,100,1,100
300706,7,6,全真弟子二,1,220,34,50105,2,1790,1893,2343,0,318,34,50002,2,1962,2515,1548,0,405,34,50307,2,2101,1997,1928,0,408,34,50203,2,2031,1824,2170,0,0,34,0,2,1859,2412,1755,0,0,34,0,2,1686,1790,2550,0,0,34,0,2,1962,1755,2308,0,3,99,219,153,4200,0,0,0,0,30,0,0,300,4004,0,6001,1,300707,"""看来全真教的人都是无礼之人。""",0,0,0,8,2000,61,0,0,5,0,4200,0,0,100,100,100,100,100,0,100
300707,7,7,全真七子,1,60002,35,50002,2,2283,2027,2027,0,319,35,50307,2,1991,2027,2319,0,406,35,50407,2,1809,2356,2173,0,409,35,50204,2,2319,1444,2574,0,0,35,0,2,2246,2210,1882,0,0,35,0,2,2356,1408,2574,0,0,35,0,2,1809,2501,2027,0,3,99,222,155,4800,0,0,0,0,30,0,0,300,4004,0,6001,1,300708,"""“既然那么想切磋，不如来尝尝我们全真七子的厉害。”""",0,0,0,8,2000,61,0,0,5,0,4800,0,2,100,100,100,100,100,0,100
300708,7,8,老顽童,1,60307,36,50307,2,1938,1784,2937,0,320,36,50407,2,2284,1784,2591,0,407,36,50201,2,1823,1976,2860,0,410,36,50205,2,1823,2399,2437,0,0,36,0,2,2168,2015,2476,0,0,36,0,2,2476,1976,2207,0,0,36,0,2,2053,2476,2130,0,3,5,225,157,4800,30,20104,0,0,30,0,0,300,4004,3001,6001,1,300709,"""“你们打架怎么能不带我玩呢？”""",0,0,0,8,2000,61,300708,400708,3,14,5,2500,33,100,100,100,100,100,1,100
300709,7,9,王真人,1,60407,36,50407,2,2063,2063,2695,0,401,36,50201,2,2023,2814,1984,0,408,36,50202,2,2023,1984,2814,0,411,36,50005,2,2419,1825,2577,0,0,36,0,2,2102,2893,1825,0,0,36,0,2,2419,2142,2260,0,0,36,0,2,1865,2379,2577,0,4,5,300,210,6400,40,40104,0,0,30,0,0,400,4004,3001,6001,1,300801,"""“虽说是误会，但是如果你一人挑落我全真教，说出去我全真教威名何在，得罪了。”""",0,0,0,8,2000,61,300709,400709,3,14,5,2500,43,100,100,100,100,100,1,100
300801,8,1,公孙家仆,1,301,37,50201,2,2580,3038,1540,0,402,37,50202,2,2081,2913,2164,0,409,37,50203,2,2580,2289,2289,0,412,37,50206,2,2289,2413,2455,0,0,37,0,2,2330,2954,1872,0,0,37,0,2,1914,2205,3038,0,0,37,0,2,2081,2122,2954,0,1,99,76,53,1600,0,0,0,0,30,0,0,100,4004,0,6001,1,300802,"""“我无情谷怎么会藏有女人，你回去吧。”""",0,0,0,8,2000,61,0,0,5,0,1600,0,0,100,100,100,100,100,0,100
300802,8,2,禀报谷主,1,302,37,50202,2,2085,2385,2856,0,403,37,50203,2,2214,2770,2342,0,410,37,50204,2,2513,2128,2685,0,413,37,50103,2,2128,2342,2856,0,0,37,0,2,2513,2043,2770,0,0,37,0,2,2171,2471,2685,0,0,37,0,2,2000,2727,2599,0,1,99,76,53,1600,0,0,0,0,30,0,0,100,4004,0,6001,1,300803,"""挑落几个家仆后，几个家仆赶忙逃回谷中禀告谷主。""",0,0,0,8,2000,61,0,0,5,0,1600,0,0,100,100,100,100,100,0,100
300803,8,3,公孙家仆二,1,303,38,50203,2,2364,2904,2409,0,404,38,50204,2,2679,2049,2949,0,411,38,50205,2,2544,2004,3129,0,414,38,50207,2,2364,2094,3219,0,0,38,0,2,2049,3174,2454,0,0,38,0,2,2139,2544,2994,0,0,38,0,2,2229,2994,2454,0,2,99,154,107,3200,0,0,0,0,30,0,0,200,4004,0,6001,1,300804,"""来了一个家仆道“谷主有请。”怎么突然谷主那么客气？小心有诈。""",0,0,0,8,2000,61,0,0,5,0,3200,0,0,100,100,100,100,100,0,100
300804,8,4,情花剧毒,1,304,39,50204,2,2853,2428,2758,0,405,39,50205,2,2617,3231,2192,0,412,39,50005,2,2947,3467,1625,0,415,39,50208,2,2192,2428,3420,0,0,39,0,2,2286,2428,3325,0,0,39,0,2,2239,2995,2806,0,0,39,0,2,2617,3467,1955,0,2,99,156,109,3200,0,0,0,0,30,0,0,200,4004,0,6001,1,300805,"""路过谷中花园竟然藏有埋伏，不小心中了情花剧毒。""",0,0,0,8,2000,61,0,0,5,0,3200,0,0,100,100,100,100,100,0,100
300805,8,5,公孙家仆三,1,305,39,50205,2,2773,2773,2676,0,406,39,50005,2,2918,2142,3161,0,413,39,50206,2,2773,2676,2773,0,201,39,50209,2,2530,2336,3355,0,0,39,0,2,2676,3258,2287,0,0,39,0,2,2384,2967,2870,0,0,39,0,2,2627,2821,2773,0,2,99,156,109,3200,0,0,0,0,30,0,0,200,4004,0,6001,1,300806,"""赶紧找出谷主，问他所要情花解药。""",0,0,0,8,2000,61,0,0,5,0,3200,0,0,100,100,100,100,100,0,100
300806,8,6,纪筱芙,1,60006,40,50005,3,2798,2849,2951,0,407,40,50206,3,2595,3409,2595,0,414,40,50103,3,3104,1780,3714,0,202,40,50210,3,2391,3358,2849,0,0,40,0,3,2849,3358,2391,0,0,40,0,3,2493,3714,2391,0,0,40,0,3,2696,3154,2747,0,3,5,237,165,5400,30,10105,0,0,30,0,0,300,4004,3001,6001,1,300807,"""纪筱芙被峨眉逐出师门后一直躲在无情谷中。""",0,0,0,8,2000,61,300806,400806,3,26,1,2500,6,100,100,100,100,100,1,100
300807,8,7,公孙家仆四,1,306,40,50206,3,2233,3121,3434,0,408,40,50103,3,2860,2337,3591,0,415,40,50207,3,2494,3016,3278,0,203,40,50211,3,2860,3434,2494,0,0,40,0,3,2546,3591,2651,0,0,40,0,3,2233,3173,3382,0,0,40,0,3,3278,2076,3434,0,3,99,237,165,5400,0,0,0,0,30,0,0,300,4004,0,6001,1,300808,"""“谷主是被莫愁仙子要挟，这是情花解药，莫愁仙子就在后院，你去寻她吧。”""",0,0,0,8,2000,61,0,0,5,0,5400,0,0,100,100,100,100,100,0,100
300808,8,8,莫愁仙子,1,60104,41,50103,3,2330,2768,4082,0,409,41,50207,3,2659,2878,3644,0,201,41,50208,3,2659,3261,3261,0,204,41,50212,3,2440,3316,3425,0,0,41,0,3,2549,2714,3918,0,0,41,0,3,3425,3972,1783,0,0,41,0,3,3261,2659,3261,0,3,5,240,168,5400,30,20105,0,0,30,0,0,300,4004,3001,6001,1,300901,"""终于找到了莫愁仙子，邪教的使者一定要铲除。""",0,0,0,8,2000,61,300808,400808,3,26,1,2500,10,100,100,100,100,100,1,100
300901,9,1,五岳大会,1,308,42,50207,3,3462,3978,2144,0,410,42,50208,3,3061,3347,3175,0,202,42,50209,3,2431,3118,4035,0,205,42,50212,3,3462,1972,4149,0,0,42,0,3,3519,3978,2087,0,0,42,0,3,2889,3863,2832,0,0,42,0,3,3004,3577,3004,0,1,99,81,56,1800,0,0,0,0,30,0,0,100,4004,0,6001,1,300902,"""五大剑派聚集，定是图谋不轨，正好前去斩草除根。""",0,0,0,8,2000,61,0,0,5,0,1800,0,0,100,100,100,100,100,0,100
300902,9,2,恒山弟子,1,309,42,50208,3,2479,3772,3537,0,411,42,50209,3,3125,3948,2714,0,203,42,50210,3,3008,2596,4183,0,206,42,50301,3,3125,3125,3537,0,0,42,0,3,3537,3595,2655,0,0,42,0,3,3419,2596,3772,0,0,42,0,3,3654,3184,2949,0,1,99,81,56,1800,0,0,0,0,30,0,0,100,4004,0,6001,1,300903,"""首先应战的是恒山弟子。""",0,0,0,8,2000,61,0,0,5,0,1800,0,0,100,100,100,100,100,0,100
300903,9,3,衡山弟子,1,310,43,50209,3,3750,2030,4426,0,412,43,50210,3,3812,2706,3689,0,204,43,50211,3,2890,3013,4303,0,207,43,50302,3,3136,4426,2644,0,0,43,0,3,3013,4426,2767,0,0,43,0,3,3382,4058,2767,0,0,43,0,3,2644,3320,4242,0,2,99,164,114,3600,0,0,0,0,30,0,0,200,4004,0,6001,1,300904,"""衡山弟子也不是等闲之辈。""",0,0,0,4,2000,61,0,0,5,0,3600,0,0,100,100,100,100,100,0,100
300904,9,4,衡山弟子二,1,314,43,50210,3,3074,3452,3893,0,413,43,50211,3,3515,2381,4522,0,205,43,50212,3,2633,3326,4459,0,208,43,50303,3,2696,4207,3515,0,0,43,0,3,2696,3956,3767,0,0,43,0,3,2633,3893,3893,0,0,43,0,3,3515,3578,3326,0,2,99,164,114,3600,0,0,0,0,30,0,0,200,4004,0,6001,1,300905,"""这些弟子现已都是邪教中人，不用手下留情。""",0,0,0,4,2000,61,0,0,5,0,3600,0,0,100,100,100,100,100,0,100
300905,9,5,泰山弟子,1,316,44,50211,3,3004,3201,4649,0,414,44,50212,3,3399,3201,4254,0,206,44,50212,3,2872,3267,4715,0,209,44,50302,3,2741,3662,4451,0,0,44,0,3,2807,4188,3859,0,0,44,0,3,3794,3333,3728,0,0,44,0,3,3596,3925,3333,0,2,99,166,116,3600,0,0,0,0,30,0,0,200,4004,0,6001,1,300906,"""泰山派武功阴毒，要小心。""",0,0,0,4,2000,61,0,0,5,0,3600,0,0,100,100,100,100,100,0,100
300906,9,6,泰山弟子二,1,317,45,50212,3,3538,2851,4912,0,415,45,50212,3,3538,3881,3881,0,207,45,50301,3,4156,4568,2577,0,210,45,50304,3,3126,4225,3950,0,0,45,0,3,4088,2783,4431,0,0,45,0,3,3195,3881,4225,0,0,45,0,3,3263,4706,3332,0,3,99,252,176,6000,30,40105,0,0,30,0,0,300,4004,0,6001,1,300907,"""这些弟子是泰山派的高手。""",0,0,0,4,2000,61,0,0,5,0,6000,0,0,100,100,100,100,100,0,100
300907,9,7,左掌门,1,60213,45,50212,3,2975,4663,3889,0,201,45,50301,3,3327,4030,4171,0,208,45,50302,3,2975,4593,3960,0,211,45,50305,3,3256,3538,4733,0,0,45,0,3,3045,4593,3889,0,0,45,0,3,2975,4382,4171,0,0,45,0,3,3397,4171,3960,0,3,5,252,176,6000,10,10201,0,0,30,0,0,300,4004,3002,6001,1,300908,"""左掌门为人阴险狡诈，是邪教的主力，消灭它。""",0,0,0,4,2000,61,300907,400907,3,26,1,2500,26,100,100,100,100,100,1,100
300908,9,8,嵩山弟子,1,318,46,50301,3,4193,3973,3826,0,202,46,50302,3,3753,4999,3239,0,209,46,50303,3,3606,3239,5146,0,212,46,50306,3,4046,3092,4853,0,0,46,0,3,3973,3239,4779,0,0,46,0,3,4266,2726,4999,0,0,46,0,3,3532,3826,4633,0,3,99,255,178,6000,0,0,0,0,30,0,0,300,4004,0,6001,1,300909,"""嵩山弟子来保护掌门了，赶紧应战吧。""",0,0,0,4,2000,61,0,0,5,0,6000,0,0,100,100,100,100,100,0,100
300909,9,9,华山弟子,1,319,46,50302,3,4323,4100,3728,0,203,46,50303,3,3059,4249,4843,0,210,46,50302,3,4546,5066,2539,0,213,46,50307,3,4471,4249,3431,0,0,46,0,3,4249,4174,3728,0,0,46,0,3,4174,4843,3134,0,0,46,0,3,3134,4174,4843,0,4,99,340,238,8000,0,0,0,0,30,0,0,400,4004,0,6001,1,300910,"""没想到名门正派各个投奔邪教。""",0,0,0,4,2000,61,0,0,5,0,8000,0,0,100,100,100,100,100,0,100
300910,9,10,华山弟子二,1,320,47,50303,3,3545,4389,4619,0,204,47,50302,3,3315,5463,3775,0,211,47,50304,3,3469,5233,3852,0,214,47,50308,3,3162,5156,4236,0,0,47,0,3,4312,5386,2855,0,0,47,0,3,3392,4696,4466,0,0,47,0,3,3699,4926,3929,0,4,99,344,240,8000,0,0,0,0,30,0,0,400,4004,0,6001,1,300911,"""这些都是岳掌门的嫡传弟子，看来岳掌门就在附近。""",0,0,0,4,2000,61,0,0,5,0,8000,0,0,100,100,100,100,100,0,100
300911,9,11,岳掌门,1,60302,48,50302,3,4690,3741,4532,0,205,48,50304,3,4294,4690,3978,0,212,48,50305,3,3266,4136,5560,0,215,48,50309,3,4690,4294,3978,0,0,48,0,3,4294,3583,5085,0,0,48,0,3,3503,4294,5164,0,0,48,0,3,3741,5323,3899,0,4,5,348,243,8000,13,20201,0,0,30,0,0,400,4004,3002,6001,1,301001,"""五岳掌门联手邪教，一定要阻止他们。""",0,0,0,4,2000,61,300911,400911,3,26,1,2500,28,100,100,100,100,100,1,100
301001,10,1,明教教众,1,401,48,50304,3,3789,5471,3869,0,206,48,50305,3,4269,4750,4109,0,213,48,50306,3,3869,5631,3628,0,216,48,50310,3,3949,4750,4430,0,0,48,0,3,4670,5311,3148,0,0,48,0,3,4750,5471,2907,0,0,48,0,3,3468,5311,4349,0,1,99,87,60,2000,0,0,0,0,30,0,0,100,4004,0,6001,1,301002,"""邪教弟子不必客气，上吧！""",0,0,0,1,2000,61,0,0,5,0,2000,0,0,100,100,100,100,100,0,100
301002,10,2,明教教众二,1,402,49,50305,3,4571,3415,5561,0,207,49,50306,3,4983,4818,3745,0,214,49,50307,3,3828,5561,4158,0,217,49,50008,3,4818,5561,3167,0,0,49,0,3,4488,5479,3580,0,0,49,0,3,4488,4818,4240,0,0,49,0,3,4983,3002,5561,0,1,99,88,61,2000,0,0,0,0,30,0,0,100,4004,0,6001,1,301003,"""邪教最近发展迅猛，弟子无数，消灭他们。""",0,0,0,1,2000,61,0,0,5,0,2000,0,0,100,100,100,100,100,0,100
301003,10,3,五行阵法,1,403,49,50306,3,4460,4878,4377,0,208,49,50307,3,4210,5046,4460,0,215,49,50308,3,3959,5380,4377,0,218,49,50401,3,4962,4878,3875,0,0,49,0,3,4377,5798,3541,0,0,49,0,3,4962,4544,4210,0,0,49,0,3,4962,3708,5046,0,2,99,176,123,4000,0,0,0,0,30,0,0,200,4004,0,6001,1,301004,"""明教五行旗是明教的护教阵法，要小心应对。""",0,0,0,1,2000,61,0,0,5,0,4000,0,0,100,100,100,100,100,0,100
301004,10,4,青.蝠王,1,404,50,50307,3,5977,6273,8044,0,209,50,50308,3,5977,5387,8929,0,216,50,50309,3,5682,8487,6125,0,219,50,50102,3,5239,8044,7011,0,0,50,0,3,5830,5830,8634,0,0,50,0,3,7453,8044,4797,0,0,50,0,3,6715,6273,7306,0,2,99,178,124,4400,0,0,0,0,30,0,0,200,4004,0,6001,1,301005,"""青.蝠王轻功了得，还要小心他的寒冰绵掌。""",0,0,0,1,2000,61,0,0,5,0,4400,0,0,100,100,100,100,100,0,100
301005,10,5,金.狮王,1,405,51,50308,3,6917,9195,4790,0,210,51,50309,3,5550,8284,7069,0,217,51,50310,3,6917,4486,9499,0,220,51,50103,3,5094,8436,7372,0,0,51,0,3,6005,9347,5550,0,0,51,0,3,5550,8132,7221,0,0,51,0,3,6157,6309,8436,0,2,99,180,126,4400,0,0,0,0,30,0,0,200,4004,0,6001,1,301006,"""金.狮王是张教主的义父，抓住他一定能问出邪教教主的下落。""",0,0,0,1,2000,61,0,0,5,0,4400,0,0,100,100,100,100,100,0,100
301006,10,6,白.鹰王,1,406,51,50309,3,5770,5924,9460,0,211,51,50310,3,7154,5463,8537,0,218,51,50008,3,6078,9152,5924,0,301,51,50104,3,7154,6231,7769,0,0,51,0,3,7000,8998,5155,0,0,51,0,3,5463,7461,8230,0,0,51,0,3,7308,5309,8537,0,3,99,270,189,6600,0,0,0,0,30,0,0,300,4004,0,6001,1,301007,"""白.鹰王是张教主的外公，抓住他一定能问出邪教教主的下落。""",0,0,0,1,2000,61,0,0,5,0,6600,0,0,100,100,100,100,100,0,100
301007,10,7,紫.龙王,1,407,52,50310,3,7048,7364,7364,0,212,52,50008,3,7838,6890,7048,0,219,52,50401,3,7680,8945,5151,0,302,52,50105,3,5467,7206,9103,0,0,52,0,3,5783,8313,7680,0,0,52,0,3,7206,7680,6890,0,0,52,0,3,8313,8787,4676,0,3,99,273,191,6600,0,0,0,0,30,0,0,300,4004,0,6001,1,301008,"""紫.龙王是西域邪教的圣女，将邪教连根铲除。""",0,0,0,1,2000,61,0,0,5,0,6600,0,0,100,100,100,100,100,0,100
301008,10,8,小昭,1,60105,52,50008,3,7770,7291,6971,0,213,52,50401,3,8410,9690,3931,0,220,52,50102,3,5211,9850,6971,0,303,52,50106,3,5531,7451,9050,0,0,52,0,3,8090,7611,6331,0,0,52,0,3,7291,7611,7131,0,0,52,0,3,6491,7131,8410,0,3,5,273,191,6600,10,40201,0,0,30,0,0,300,4004,3002,6001,1,301009,"""击败波斯圣女后就能找到教主了。""",0,0,0,1,2000,61,301008,401008,3,5,1,2500,11,100,100,100,100,100,1,100
301009,10,9,张教主,1,60401,53,50401,3,5363,9638,7665,0,214,53,50102,3,7994,5856,8816,0,301,53,50103,3,6021,7007,9638,0,304,53,50206,3,5527,8652,8487,0,0,53,0,3,7830,9638,5199,0,0,53,0,3,7172,9803,5692,0,0,53,0,3,8158,4870,9638,0,4,5,368,257,8800,13,10202,0,0,30,0,0,400,4004,3002,6001,1,301101,"""张教主作恶多端，又是邪教掌门，一定要击败他。""",0,0,0,1,2000,61,301009,401009,3,8,1,2500,37,100,100,100,100,100,1,100
