1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
203037,（精英)激战！任我刑,2,10,0,0,0,401709,1,1,38000,0,0,0,0,500,3,26,1,战胜精英难度的任我刑,0,203038,0,剑试天下,0
203038,（精英)激战！令狐少侠,2,10,0,0,0,401710,1,1,39000,0,0,0,0,500,3,26,1,战胜精英难度的令狐少侠,0,203039,0,剑试天下,0
203039,（精英)激战！玄冥二老,2,10,0,0,0,401806,1,1,40000,0,0,0,0,500,3,26,1,战胜精英难度的玄冥二老,0,203040,0,剑试天下,0
203040,（精英)激战！任我刑,2,10,0,0,0,401809,1,1,41000,0,0,0,0,500,3,26,1,战胜精英难度的任我刑,0,203041,0,剑试天下,0
203041,（精英)激战！石惊天,2,10,0,0,0,401810,1,1,42000,0,0,0,0,500,3,26,1,战胜精英难度的石惊天,0,203042,0,剑试天下,0
203042,（精英)激战！星宿老仙,2,10,0,0,0,401908,1,1,43000,0,0,0,0,500,3,26,1,战胜精英难度的星宿老仙,0,203043,0,剑试天下,0
203043,（精英)激战！无厓子,2,10,0,0,0,401909,1,1,44000,0,0,0,0,500,3,26,1,战胜精英难度的无厓子,0,203044,0,剑试天下,0
203044,（精英)激战！虚竺,2,10,0,0,0,401910,1,1,45000,0,0,0,0,500,3,26,1,战胜精英难度的虚竺,0,203045,0,剑试天下,0
203045,（精英)激战！向问天,2,10,0,0,0,402003,1,1,46000,0,0,0,0,500,3,26,1,战胜精英难度的向问天,0,203046,0,剑试天下,0
203046,（精英)激战！任莹莹,2,10,0,0,0,402006,1,1,47000,0,0,0,0,500,3,26,1,战胜精英难度的任莹莹,0,203047,0,剑试天下,0
203047,（精英)激战！任我刑,2,10,0,0,0,402009,1,1,48000,0,0,0,0,500,3,26,1,战胜精英难度的任我刑,0,203048,0,剑试天下,0
203048,（精英)激战！东方不败,2,10,0,0,0,402010,1,1,49000,0,0,0,0,500,3,26,1,战胜精英难度的东方不败,0,203049,0,剑试天下,0
203049,（精英)激战！离秋水,2,10,0,0,0,402103,1,1,50000,0,0,0,0,500,3,26,1,战胜精英难度的离秋水,0,203050,0,剑试天下,0
203050,（精英)激战！飘渺童姥,2,10,0,0,0,402108,1,1,51000,0,0,0,0,500,3,26,1,战胜精英难度的飘渺童姥,0,203051,0,剑试天下,0
203051,（精英)激战！无厓子,2,10,0,0,0,402109,1,1,52000,0,0,0,0,500,3,26,1,战胜精英难度的无厓子,0,203052,0,剑试天下,0
203052,（精英)激战！无厓子,2,10,0,0,0,402110,1,1,53000,0,0,0,0,500,3,26,1,战胜精英难度的无厓子,0,203053,0,剑试天下,0
203053,（精英)激战！大轮明王,2,10,0,0,0,402202,1,1,54000,0,0,0,0,500,3,26,1,战胜精英难度的大轮明王,0,203054,0,剑试天下,0
203054,（精英)激战！慕容富,2,10,0,0,0,402204,1,1,55000,0,0,0,0,500,3,26,1,战胜精英难度的慕容富,0,203055,0,剑试天下,0
203055,（精英)激战！萧锋,2,10,0,0,0,402206,1,1,56000,0,0,0,0,500,3,26,1,战胜精英难度的萧锋,0,203056,0,剑试天下,0
203056,（精英)激战！慕容富,2,10,0,0,0,402208,1,1,57000,0,0,0,0,500,3,26,1,战胜精英难度的慕容富,0,203057,0,剑试天下,0
203057,（精英)激战！萧锋,2,10,0,0,0,402209,1,1,58000,0,0,0,0,500,3,26,1,战胜精英难度的萧锋,0,203058,0,剑试天下,0
203058,（精英)激战！扫地神僧,2,10,0,0,0,402210,1,1,59000,0,0,0,0,500,3,26,1,战胜精英难度的扫地神僧,0,203059,0,剑试天下,0
203059,（精英)激战！友坦之,2,10,0,0,0,402304,1,1,60000,0,0,0,0,500,3,26,1,战胜精英难度的友坦之,0,203060,0,剑试天下,0
203060,（精英)激战！洪齐公,2,10,0,0,0,402307,1,1,61000,0,0,0,0,500,3,26,1,战胜精英难度的洪齐公,0,203061,0,剑试天下,0
203061,（精英)激战！蓉儿,2,10,0,0,0,402308,1,1,62000,0,0,0,0,500,3,26,1,战胜精英难度的蓉儿,0,203062,0,剑试天下,0
203062,（精英)激战！郭大侠,2,10,0,0,0,402309,1,1,63000,0,0,0,0,500,3,26,1,战胜精英难度的郭大侠,0,203063,0,剑试天下,0
203063,（精英)激战！萧锋,2,10,0,0,0,402310,1,1,64000,0,0,0,0,500,3,26,1,战胜精英难度的萧锋,0,203064,0,剑试天下,0
203064,（精英)激战！友坦之,2,10,0,0,0,402405,1,1,65000,0,0,0,0,500,3,26,1,战胜精英难度的友坦之,0,203065,0,剑试天下,0
203065,（精英)激战！星宿老仙,2,10,0,0,0,402406,1,1,66000,0,0,0,0,500,3,26,1,战胜精英难度的星宿老仙,0,203066,0,剑试天下,0
203066,（精英)激战！慕容富,2,10,0,0,0,402407,1,1,67000,0,0,0,0,500,3,26,1,战胜精英难度的慕容富,0,203067,0,剑试天下,0
203067,（精英)激战！段公子,2,10,0,0,0,402408,1,1,68000,0,0,0,0,500,3,26,1,战胜精英难度的段公子,0,203068,0,剑试天下,0
203068,（精英)激战！虚竺,2,10,0,0,0,402409,1,1,69000,0,0,0,0,500,3,26,1,战胜精英难度的虚竺,0,203069,0,剑试天下,0
203069,（精英)激战！萧锋,2,10,0,0,0,402410,1,1,70000,0,0,0,0,500,3,26,1,战胜精英难度的萧锋,0,203070,0,剑试天下,0
203070,（精英)激战！赵敏,2,10,0,0,0,402501,1,1,71000,0,0,0,0,500,3,26,1,战胜精英难度的赵敏,0,203071,0,剑试天下,0
203071,（精英)激战！张教主,2,10,0,0,0,402502,1,1,72000,0,0,0,0,500,3,26,1,战胜精英难度的张教主,0,203072,0,剑试天下,0
203072,（精英)激战！张教主,2,10,0,0,0,402503,1,1,73000,0,0,0,0,500,3,26,1,战胜精英难度的张教主,0,203073,0,剑试天下,0
203073,（精英)激战！任莹莹,2,10,0,0,0,402504,1,1,74000,0,0,0,0,500,3,26,1,战胜精英难度的任莹莹,0,203074,0,剑试天下,0
203074,（精英)激战！令狐少侠,2,10,0,0,0,402505,1,1,75000,0,0,0,0,500,3,26,1,战胜精英难度的令狐少侠,0,203075,0,剑试天下,0
203075,（精英)激战！令狐少侠,2,10,0,0,0,402506,1,1,76000,0,0,0,0,500,3,26,1,战胜精英难度的令狐少侠,0,203076,0,剑试天下,0
203076,（精英)激战！龙姑娘,2,10,0,0,0,402507,1,1,77000,0,0,0,0,500,3,26,1,战胜精英难度的龙姑娘,0,203077,0,剑试天下,0
203077,（精英)激战！神雕侠,2,10,0,0,0,402508,1,1,78000,0,0,0,0,500,3,26,1,战胜精英难度的神雕侠,0,203078,0,剑试天下,0
203078,（精英)激战！神雕侠,2,10,0,0,0,402509,1,1,79000,0,0,0,0,500,3,26,1,战胜精英难度的神雕侠,0,203079,0,剑试天下,0
203079,（精英)激战！蓉儿,2,10,0,0,0,402510,1,1,80000,0,0,0,0,500,3,26,1,战胜精英难度的蓉儿,0,203080,0,剑试天下,0
203080,（精英)激战！郭大侠,2,10,0,0,0,402511,1,1,81000,0,0,0,0,500,3,26,1,战胜精英难度的郭大侠,0,203081,0,剑试天下,0
203081,（精英)激战！郭大侠,2,10,0,0,0,402512,1,1,82000,0,0,0,0,500,3,26,1,战胜精英难度的郭大侠,0,203082,0,剑试天下,0
203082,（精英)激战！裘千仁,2,10,0,0,0,402601,1,1,83000,0,0,0,0,500,3,26,1,战胜精英难度的裘千仁,0,203083,0,剑试天下,0
203083,（精英)激战！岳掌门,2,10,0,0,0,402602,1,1,84000,0,0,0,0,500,3,26,1,战胜精英难度的岳掌门,0,203084,0,剑试天下,0
203084,（精英)激战！黄老邪,2,10,0,0,0,402603,1,1,85000,0,0,0,0,500,3,26,1,战胜精英难度的黄老邪,0,203085,0,剑试天下,0
203085,（精英)激战！欧阳风,2,10,0,0,0,402604,1,1,86000,0,0,0,0,500,3,26,1,战胜精英难度的欧阳风,0,203086,0,剑试天下,0
203086,（精英)激战！段皇爷,2,10,0,0,0,402605,1,1,87000,0,0,0,0,500,3,26,1,战胜精英难度的段皇爷,0,203087,0,剑试天下,0
203087,（精英)激战！洪齐公,2,10,0,0,0,402606,1,1,88000,0,0,0,0,500,3,26,1,战胜精英难度的洪齐公,0,203088,0,剑试天下,0
203088,（精英)激战！老顽童,2,10,0,0,0,402607,1,1,89000,0,0,0,0,500,3,26,1,战胜精英难度的老顽童,0,203089,0,剑试天下,0
203089,（精英)激战！神雕侠,2,10,0,0,0,402608,1,1,90000,0,0,0,0,500,3,26,1,战胜精英难度的神雕侠,0,203090,0,剑试天下,0
203090,（精英)激战！郭大侠,2,10,0,0,0,402609,1,1,91000,0,0,0,0,500,3,26,1,战胜精英难度的郭大侠,0,203091,0,剑试天下,0
203091,（精英)激战！王真人,2,10,0,0,0,402610,1,1,92000,0,0,0,0,500,3,26,1,战胜精英难度的王真人,0,0,0,剑试天下,0
300001,新手上路,3,11,0,0,0,0,10,0,2000,0,0,0,0,200,0,0,0,人物等级达到10级,5,300002,1,绝世巨侠,0
300002,初入江湖,3,11,0,0,0,0,20,0,4000,0,0,0,0,200,0,0,0,人物等级达到20级,5,300003,1,绝世巨侠,0
300003,惩奸除恶,3,11,0,0,0,0,30,0,6000,0,0,0,0,200,0,0,0,人物等级达到30级,5,300004,1,绝世巨侠,0
300004,小有名气,3,11,0,0,0,0,40,0,8000,0,0,0,0,200,0,0,0,人物等级达到40级,10,300005,1,绝世巨侠,0
300005,侠气逼人,3,11,0,0,0,0,50,0,10000,0,0,0,0,200,0,0,0,人物等级达到50级,10,300006,1,绝世巨侠,0
300006,江湖游侠,3,11,0,0,0,0,60,0,12000,0,0,0,0,200,0,0,0,人物等级达到60级,10,300007,1,绝世巨侠,0
300007,武林豪侠,3,11,0,0,0,0,70,0,14000,0,0,0,0,200,0,0,0,人物等级达到70级,15,300008,1,绝世巨侠,0
300008,一代大侠,3,11,0,0,0,0,80,0,16000,0,0,0,0,200,0,0,0,人物等级达到80级,15,300009,1,绝世巨侠,0
300009,侠之大者,3,11,0,0,0,0,90,0,18000,0,0,0,0,200,0,0,0,人物等级达到90级,15,300010,1,绝世巨侠,0
300010,绝世巨侠,3,11,0,0,0,0,100,0,20000,0,0,0,0,200,0,0,0,人物等级达到100级,20,0,1,绝世巨侠,0
301001,入室弟子,3,12,0,0,0,0,10,0,2000,0,0,0,0,200,0,0,0,有侠客等级达到10级,5,301002,2,一代宗师,0
301002,学艺有成,3,12,0,0,0,0,30,0,4000,0,0,0,0,200,0,0,0,有侠客等级达到30级,5,301003,2,一代宗师,0
301003,教导有方,3,12,0,0,0,0,50,0,6000,0,0,0,0,200,0,0,0,有侠客等级达到50级,5,301004,2,一代宗师,0
301004,名师指导,3,12,0,0,0,0,70,0,8000,0,0,0,0,200,0,0,0,有侠客等级达到70级,5,301005,2,一代宗师,0
301005,师出名门,3,12,0,0,0,0,90,0,10000,0,0,0,0,200,0,0,0,有侠客等级达到90级,5,301006,2,一代宗师,0
301006,立足江湖,3,12,0,0,0,0,110,0,12000,0,0,0,0,200,0,0,0,有侠客等级达到110级,10,301007,2,一代宗师,0
301007,占山为王,3,12,0,0,0,0,130,0,14000,0,0,0,0,200,0,0,0,有侠客等级达到130级,10,301008,2,一代宗师,0
301008,开山立派,3,12,0,0,0,0,150,0,16000,0,0,0,0,200,0,0,0,有侠客等级达到150级,10,301009,2,一代宗师,0
301009,桃李天下,3,12,0,0,0,0,170,0,18000,0,0,0,0,200,0,0,0,有侠客等级达到170级,10,301010,2,一代宗师,0
301010,一派掌门,3,12,0,0,0,0,190,0,20000,0,0,0,0,200,0,0,0,有侠客等级达到190级,15,301011,2,一代宗师,0
301011,一帮之主,3,12,0,0,0,0,210,0,22000,0,0,0,0,200,0,0,0,有侠客等级达到210级,15,301012,2,一代宗师,0
301012,江湖枭雄,3,12,0,0,0,0,230,0,24000,0,0,0,0,200,0,0,0,有侠客等级达到230级,15,301013,2,一代宗师,0
301013,名动一方,3,12,0,0,0,0,250,0,26000,0,0,0,0,200,0,0,0,有侠客等级达到250级,20,301014,2,一代宗师,0
301014,霸业已成,3,12,0,0,0,0,270,0,28000,0,0,0,0,200,0,0,0,有侠客等级达到270级,20,301015,2,一代宗师,0
301015,一代宗师,3,12,0,0,0,0,290,0,30000,0,0,0,0,200,0,0,0,有侠客等级达到290级,20,0,2,一代宗师,0
302001,初入夺宝,3,15,0,0,0,0,1,1,2000,0,0,0,0,200,0,0,0,夺宝胜利1次,5,302002,3,你争我夺,0
302002,夺宝新人,3,15,0,0,0,0,10,1,5000,0,0,0,0,200,0,0,0,夺宝胜利10次,5,302003,3,你争我夺,0
302003,埋头夺宝,3,15,0,0,0,0,50,1,8000,0,0,0,0,200,0,0,0,夺宝胜利50次,5,302004,3,你争我夺,0
302004,你争我夺,3,15,0,0,0,0,100,1,11000,0,0,0,0,200,0,0,0,夺宝胜利100次,10,302005,3,你争我夺,0
302005,夺宝老人,3,15,0,0,0,0,500,1,14000,0,0,0,0,200,0,0,0,夺宝胜利500次,10,302006,3,你争我夺,0
302006,夺宝达人,3,15,0,0,0,0,1000,1,17000,0,0,0,0,200,0,0,0,夺宝胜利1000次,10,302007,3,你争我夺,0
302007,夺宝狂人,3,15,0,0,0,0,5000,1,20000,0,0,0,0,200,0,0,0,夺宝胜利5000次,15,302008,3,你争我夺,0
302008,夺宝超人,3,15,0,0,0,0,10000,1,23000,0,0,0,0,200,0,0,0,夺宝胜利10000次,15,302009,3,你争我夺,0
302009,夺宝巨人,3,15,0,0,0,0,50000,1,26000,0,0,0,0,200,0,0,0,夺宝胜利50000次,20,0,3,你争我夺,0
303001,初入学艺,3,16,0,0,0,0,1,1,2000,0,0,0,0,200,0,0,0,向名师学艺1次,5,303002,4,拜师学艺,0
303002,一招半式,3,16,0,0,0,0,10,1,5000,0,0,0,0,200,0,0,0,向名师学艺10次,5,303003,4,拜师学艺,0
303003,熟能生巧,3,16,0,0,0,0,50,1,8000,0,0,0,0,200,0,0,0,向名师学艺50次,5,303004,4,拜师学艺,0
303004,埋头学艺,3,16,0,0,0,0,100,1,11000,0,0,0,0,200,0,0,0,向名师学艺100次,10,303005,4,拜师学艺,0
303005,小有所成,3,16,0,0,0,0,500,1,14000,0,0,0,0,200,0,0,0,向名师学艺500次,10,303006,4,拜师学艺,0
303006,进阶学艺,3,16,0,0,0,0,1000,1,17000,0,0,0,0,200,0,0,0,向名师学艺1000次,10,303007,4,拜师学艺,0
303007,苦练神功,3,16,0,0,0,0,5000,1,20000,0,0,0,0,200,0,0,0,向名师学艺5000次,15,303008,4,拜师学艺,0
303008,神功待成,3,16,0,0,0,0,10000,1,23000,0,0,0,0,200,0,0,0,向名师学艺10000次,15,303009,4,拜师学艺,0
303009,神功已成,3,16,0,0,0,0,50000,1,26000,0,0,0,0,200,0,0,0,向名师学艺50000次,20,0,4,拜师学艺,0
304001,初遇！觉醒！,3,17,0,0,0,0,1,1,2000,0,0,0,0,0,0,0,0,获得觉醒侠客1个,5,304002,5,侠客觉醒,0
304002,又见觉醒！,3,17,0,0,0,0,2,1,5000,0,0,0,0,200,0,0,0,获得觉醒侠客5个,5,304003,5,侠客觉醒,0
304003,五遇觉醒,3,17,0,0,0,0,5,1,8000,0,0,0,0,200,0,0,0,获得觉醒侠客10个,5,304004,5,侠客觉醒,0
304004,十连觉醒,3,17,0,0,0,0,10,1,11000,0,0,0,0,200,0,0,0,获得觉醒侠客20个,5,304005,5,侠客觉醒,0
304005,各种觉醒,3,17,0,0,0,0,30,1,14000,0,0,0,0,200,0,0,0,获得觉醒侠客40个,10,304006,5,侠客觉醒,0
304006,觉醒之主,3,17,0,0,0,0,60,1,17000,0,0,0,0,200,0,0,0,获得觉醒侠客60个,10,304007,5,侠客觉醒,0
304007,觉醒之王,3,17,0,0,0,0,80,1,20000,0,0,0,0,200,0,0,0,获得觉醒侠客80个,10,304008,5,侠客觉醒,0
304008,进击的觉醒,3,17,0,0,0,0,100,1,23000,0,0,0,0,200,0,0,0,获得觉醒侠客100个,10,304009,5,侠客觉醒,0
304009,天下觉醒,3,17,0,0,0,0,120,1,26000,0,0,0,0,200,0,0,0,获得觉醒侠客120个,15,304010,5,侠客觉醒,0
304010,觉醒的极意,3,17,0,0,0,0,140,1,29000,0,0,0,0,200,0,0,0,获得觉醒侠客140个,20,304011,5,侠客觉醒,0
304011,觉醒的大宗师,3,17,0,0,0,0,160,1,32000,0,0,0,0,200,0,0,0,获得觉醒侠客160个,20,0,5,侠客觉醒,0
305001,初遇！四星！,3,7,0,0,0,0,1,1,2000,0,0,0,0,0,0,0,0,获得四星侠客1个,5,305002,6,全四星,0
305002,又见四星！,3,7,0,0,0,0,5,1,5000,0,0,0,0,200,0,0,0,获得四星侠客5个,5,305003,6,全四星,0
305003,五遇四星,3,7,0,0,0,0,10,1,8000,0,0,0,0,200,0,0,0,获得四星侠客10个,5,305004,6,全四星,0
305004,十连四星,3,7,0,0,0,0,20,1,11000,0,0,0,0,200,0,0,0,获得四星侠客20个,5,305005,6,全四星,0
305005,各种四星,3,7,0,0,0,0,40,1,14000,0,0,0,0,200,0,0,0,获得四星侠客40个,10,305006,6,全四星,0
305006,四星之主,3,7,0,0,0,0,60,1,17000,0,0,0,0,200,0,0,0,获得四星侠客60个,10,305007,6,全四星,0
305007,四星之王,3,7,0,0,0,0,80,1,20000,0,0,0,0,200,0,0,0,获得四星侠客80个,10,305008,6,全四星,0
305008,进击的四星,3,7,0,0,0,0,100,1,23000,0,0,0,0,200,0,0,0,获得四星侠客100个,10,305009,6,全四星,0
305009,天下四星,3,7,0,0,0,0,120,1,26000,0,0,0,0,200,0,0,0,获得四星侠客120个,15,305010,6,全四星,0
305010,四星的极意,3,7,0,0,0,0,140,1,29000,0,0,0,0,200,0,0,0,获得四星侠客140个,15,305011,6,全四星,0
305011,四星的大宗师,3,7,0,0,0,0,160,1,32000,0,0,0,0,200,0,0,0,获得四星侠客160个,20,0,6,全四星,0
306001,初遇！五星！,3,8,0,0,0,0,1,1,2000,0,0,0,0,0,0,0,0,获得五星侠客1个,5,306002,7,全五星,0
306002,又见五星！,3,8,0,0,0,0,5,1,5000,0,0,0,0,200,0,0,0,获得五星侠客5个,5,306003,7,全五星,0
306003,五遇五星,3,8,0,0,0,0,10,1,8000,0,0,0,0,200,0,0,0,获得五星侠客10个,5,306004,7,全五星,0
306004,十连五星,3,8,0,0,0,0,20,1,11000,0,0,0,0,200,0,0,0,获得五星侠客20个,5,306005,7,全五星,0
306005,各种五星,3,8,0,0,0,0,40,1,14000,0,0,0,0,200,0,0,0,获得五星侠客40个,10,306006,7,全五星,0
306006,五星之主,3,8,0,0,0,0,60,1,17000,0,0,0,0,200,0,0,0,获得五星侠客60个,10,306007,7,全五星,0
306007,五星之王,3,8,0,0,0,0,80,1,20000,0,0,0,0,200,0,0,0,获得五星侠客80个,10,306008,7,全五星,0
306008,进击的五星,3,8,0,0,0,0,100,1,23000,0,0,0,0,200,0,0,0,获得五星侠客100个,10,306009,7,全五星,0
306009,天下五星,3,8,0,0,0,0,120,1,26000,0,0,0,0,200,0,0,0,获得五星侠客120个,15,306010,7,全五星,0
306010,五星的极意,3,8,0,0,0,0,140,1,29000,0,0,0,0,200,0,0,0,获得五星侠客140个,15,306011,7,全五星,0
306011,五星的大宗师,3,8,0,0,0,0,160,1,32000,0,0,0,0,200,0,0,0,获得五星侠客160个,20,0,7,全五星,0
307001,初遇BOSS,3,18,0,0,0,0,1,1,2000,0,0,0,0,200,0,0,0,讨伐BOSS1次,5,307002,8,终极讨伐,0
307002,斩杀BOSS,3,18,0,0,0,0,10,1,5000,0,0,0,0,200,0,0,0,讨伐BOSS10次,5,307003,8,终极讨伐,0
307003,五十连杀,3,18,0,0,0,0,50,1,8000,0,0,0,0,200,0,0,0,讨伐BOSS50次,5,307004,8,终极讨伐,0
307004,百斩BOSS,3,18,0,0,0,0,100,1,11000,0,0,0,0,200,0,0,0,讨伐BOSS100次,10,307005,8,终极讨伐,0
307005,BOSS杀手,3,18,0,0,0,0,500,1,14000,0,0,0,0,200,0,0,0,讨伐BOSS500次,10,307006,8,终极讨伐,0
307006,千人斩,3,18,0,0,0,0,1000,1,17000,0,0,0,0,200,0,0,0,讨伐BOSS1000次,10,307007,8,终极讨伐,0
307007,BOSS终结者,3,18,0,0,0,0,5000,1,20000,0,0,0,0,200,0,0,0,讨伐BOSS5000次,15,307008,8,终极讨伐,0
307008,神挡杀神,3,18,0,0,0,0,10000,1,23000,0,0,0,0,200,0,0,0,讨伐BOSS10000次,15,307009,8,终极讨伐,0
307009,佛挡杀佛,3,18,0,0,0,0,50000,1,26000,0,0,0,0,200,0,0,0,讨伐BOSS50000次,20,0,8,终极讨伐,0
308001,武迷！,3,19,0,0,0,0,500,1,10000,0,0,0,0,200,0,0,0,论剑最高排名500名,5,308002,9,华山论剑,0
308002,武者！,3,19,0,0,0,0,300,1,20000,0,0,0,0,200,0,0,0,论剑最高排名300名,5,308003,9,华山论剑,0
308003,武师！,3,19,0,0,0,0,200,1,30000,0,0,0,0,200,0,0,0,论剑最高排名200名,5,308004,9,华山论剑,0
308004,武狂！,3,19,0,0,0,0,100,1,40000,0,0,0,0,200,0,0,0,论剑最高排名100名,10,308005,9,华山论剑,0
308005,武痴！,3,19,0,0,0,0,50,1,50000,0,0,0,0,200,0,0,0,论剑最高排名50名,10,308006,9,华山论剑,0
308006,武宗！,3,19,0,0,0,0,30,1,60000,0,0,0,0,200,0,0,0,论剑最高排名30名,10,308007,9,华山论剑,0
308007,武尊！,3,19,0,0,0,0,20,1,70000,0,0,0,0,200,0,0,0,论剑最高排名20名,15,308080,9,华山论剑,0
308080,武圣！,3,19,0,0,0,0,10,1,80000,0,0,0,0,200,0,0,0,论剑最高排名10名,15,308009,9,华山论剑,0
308009,武帝！,3,19,0,0,0,0,5,1,90000,0,0,0,0,200,0,0,0,论剑最高排名5名,15,308010,9,华山论剑,0
308010,武神！,3,19,0,0,0,0,1,1,100000,0,0,0,0,200,0,0,0,论剑最高排名1名,20,0,9,华山论剑,0
309001,友谊开始,3,20,0,0,0,0,1,1,2000,0,0,0,0,200,0,0,0,拥有1个好友,5,309002,10,好友遍天下,0
309002,结拜兄弟,3,20,0,0,0,0,5,1,4000,0,0,0,0,200,0,0,0,拥有5个好友,5,309003,10,好友遍天下,0
309003,义结金兰,3,20,0,0,0,0,10,1,6000,0,0,0,0,200,0,0,0,拥有10个好友,5,309004,10,好友遍天下,0
309004,十结义,3,20,0,0,0,0,15,1,8000,0,0,0,0,200,0,0,0,拥有15个好友,5,309005,10,好友遍天下,0
309005,四海皆兄弟,3,20,0,0,0,0,20,1,10000,0,0,0,0,200,0,0,0,拥有20个好友,5,309006,10,好友遍天下,0
309006,上阵亲兄弟,3,20,0,0,0,0,25,1,12000,0,0,0,0,200,0,0,0,拥有25个好友,5,309007,10,好友遍天下,0
309007,好友遍天下,3,20,0,0,0,0,30,1,14000,0,0,0,0,200,0,0,0,拥有30个好友,5,0,10,好友遍天下,0
310001,免战开始,3,21,0,0,0,12,1,1,2000,0,0,0,0,200,0,0,0,免战牌累计时间1小时,5,310002,11,金刚不坏,0
310002,连续免战,3,21,0,0,0,12,10,1,5000,0,0,0,0,200,0,0,0,免战牌累计时间10小时,5,310003,11,金刚不坏,0
310003,高挂免战,3,21,0,0,0,12,50,1,8000,0,0,0,0,200,0,0,0,免战牌累计时间50小时,5,310004,11,金刚不坏,0
310004,铁布衫,3,21,0,0,0,12,100,1,11000,0,0,0,0,200,0,0,0,免战牌累计时间100小时,10,310005,11,金刚不坏,0
310005,金钟罩,3,21,0,0,0,12,500,1,14000,0,0,0,0,200,0,0,0,免战牌累计时间500小时,10,310006,11,金刚不坏,0
310006,固若金汤,3,21,0,0,0,12,1000,1,17000,0,0,0,0,200,0,0,0,免战牌累计时间1000小时,10,310007,11,金刚不坏,0
310007,钢筋铁骨,3,21,0,0,0,12,5000,1,20000,0,0,0,0,200,0,0,0,免战牌累计时间5000小时,15,310008,11,金刚不坏,0
310008,铜墙铁壁,3,21,0,0,0,12,10000,1,23000,0,0,0,0,200,0,0,0,免战牌累计时间10000小时,15,310009,11,金刚不坏,0
310009,金刚不坏,3,21,0,0,0,12,50000,1,26000,0,0,0,0,200,0,0,0,免战牌累计时间50000小时,20,0,11,金刚不坏,0
311001,美味火腿,3,22,0,0,0,10,1,1,2000,0,0,0,0,0,0,0,0,吃火腿1次,5,311002,12,火腿大仙,0
311002,火腿常客,3,22,0,0,0,10,10,1,5000,0,0,0,0,200,0,0,0,吃火腿10次,5,311003,12,火腿大仙,0
311003,卖火腿的,3,22,0,0,0,10,50,1,8000,0,0,0,0,200,0,0,0,吃火腿50次,5,311004,12,火腿大仙,0
311004,批发火腿,3,22,0,0,0,10,100,1,11000,0,0,0,0,200,0,0,0,吃火腿100次,10,311005,12,火腿大仙,0
311005,一马车火腿,3,22,0,0,0,10,500,1,14000,0,0,0,0,200,0,0,0,吃火腿500次,10,311006,12,火腿大仙,0
311006,火腿达人,3,22,0,0,0,10,1000,1,17000,0,0,0,0,200,0,0,0,吃火腿1000次,10,311007,12,火腿大仙,0
311007,火腿狂人,3,22,0,0,0,10,5000,1,20000,0,0,0,0,200,0,0,0,吃火腿5000次,15,311008,12,火腿大仙,0
311008,火腿圣人,3,22,0,0,0,10,10000,1,23000,0,0,0,0,200,0,0,0,吃火腿10000次,15,311009,12,火腿大仙,0
311009,火腿大仙,3,22,0,0,0,10,50000,1,26000,0,0,0,0,200,0,0,0,吃火腿50000次,20,0,12,火腿大仙,0
312001,醇正烈酒,3,23,0,0,0,11,1,1,2000,0,0,0,0,0,0,0,0,吃烈酒1次,5,312002,13,烈酒大仙,0
312002,烈酒常客,3,23,0,0,0,11,10,1,5000,0,0,0,0,200,0,0,0,吃烈酒10次,5,312003,13,烈酒大仙,0
312003,卖烈酒的,3,23,0,0,0,11,50,1,8000,0,0,0,0,200,0,0,0,吃烈酒50次,5,312004,13,烈酒大仙,0
312004,批发烈酒,3,23,0,0,0,11,100,1,11000,0,0,0,0,200,0,0,0,吃烈酒100次,10,312005,13,烈酒大仙,0
312005,一马车烈酒,3,23,0,0,0,11,500,1,14000,0,0,0,0,200,0,0,0,吃烈酒500次,10,312006,13,烈酒大仙,0
312006,烈酒达人,3,23,0,0,0,11,1000,1,17000,0,0,0,0,200,0,0,0,吃烈酒1000次,10,312007,13,烈酒大仙,0
312007,烈酒狂人,3,23,0,0,0,11,5000,1,20000,0,0,0,0,200,0,0,0,吃烈酒5000次,15,312008,13,烈酒大仙,0
312008,烈酒圣人,3,23,0,0,0,11,10000,1,23000,0,0,0,0,200,0,0,0,吃烈酒10000次,15,312009,13,烈酒大仙,0
312009,烈酒大仙,3,23,0,0,0,11,50000,1,26000,0,0,0,0,200,0,0,0,吃烈酒50000次,20,0,13,烈酒大仙,0
313001,江湖学徒,3,24,0,0,0,0,10,1,2000,0,0,0,0,0,0,0,0,侠客数量达到10个,5,313002,14,江湖宗师,0
313002,江湖弟子,3,24,0,0,0,0,20,1,2000,0,0,0,0,200,0,0,0,侠客数量达到20个,5,313003,14,江湖宗师,0
313003,江湖三代弟子,3,24,0,0,0,0,40,1,2000,0,0,0,0,200,0,0,0,侠客数量达到40个,5,313004,14,江湖宗师,0
313004,江湖二代弟子,3,24,0,0,0,0,60,1,2000,0,0,0,0,200,0,0,0,侠客数量达到60个,5,313005,14,江湖宗师,0
313005,江湖大弟子,3,24,0,0,0,0,80,1,2000,0,0,0,0,200,0,0,0,侠客数量达到80个,10,313006,14,江湖宗师,0
313006,江湖师父,3,24,0,0,0,0,100,1,2000,0,0,0,0,200,0,0,0,侠客数量达到100个,10,313007,14,江湖宗师,0
